archivo_b,dimension,distancia
componente_5.csv,0,0.1037503583126341
componente_5.csv,1,0.033729858434330844
componente_5.csv,2,0.000376098
componente_7.csv,0,0.092872624
componente_7.csv,1,0.015698695805703093
componente_7.csv,2,0.000178606
componente_8.csv,0,0
componente_8.csv,1,0
componente_8.csv,2,0
componente_1.csv,0,0.21347075139231603
componente_1.csv,1,0.053164213
componente_1.csv,2,0.007324773
componente_4.csv,0,0.31404822026243334
componente_4.csv,1,0.042842803362992066
componente_4.csv,2,0.008736627
componente_1.csv,0,0.22542947367192268
componente_1.csv,1,0.035041137
componente_1.csv,2,0.000412311
componente_4.csv,0,0.48667053922546055
componente_4.csv,1,0.077824411
componente_4.csv,2,0.007388816
componente_1.csv,0,0.12463090266863992
componente_1.csv,1,0.029488073
componente_1.csv,2,0.000401248
componente_4.csv,0,0.40231826356753925
componente_4.csv,1,0.064111908
componente_4.csv,2,0.007387618
componente_1.csv,0,0.2034392655069323
componente_1.csv,1,0.031621759
componente_1.csv,2,0.000405278
componente_4.csv,0,0.4734591216250888
componente_4.csv,1,0.074714669
componente_4.csv,2,0.007391613
componente_1.csv,0,0.15867733738628248
componente_1.csv,1,0.032921636
componente_1.csv,2,0.000395917
componente_4.csv,0,0.4468839493649337
componente_4.csv,1,0.071918259
componente_4.csv,2,0.007389597
componente_1.csv,0,0.3073317693470702
componente_1.csv,1,0.039237198
componente_1.csv,2,0.010046788
componente_2.csv,0,0.1818001035478253
componente_2.csv,1,0.055474037621215215
componente_2.csv,2,0.007447812
componente_1.csv,0,0.47734839127203565
componente_1.csv,1,0.071321734
componente_1.csv,2,0.010711797234824778
componente_2.csv,0,0.21787118545140405
componente_2.csv,1,0.030618502576056833
componente_2.csv,2,0.001457395
componente_1.csv,0,0.39391484796844023
componente_1.csv,1,0.059905474
componente_1.csv,2,0.010710177402825765
componente_2.csv,0,0.091919426
componente_2.csv,1,0.025572257428705808
componente_2.csv,2,0.001441596
componente_1.csv,0,0.4642899665618464
componente_1.csv,1,0.068947889
componente_1.csv,2,0.010712163646994934
componente_2.csv,0,0.19513746795528517
componente_2.csv,1,0.028441104057332217
componente_2.csv,2,0.001464428
componente_1.csv,0,0.43779590673052327
componente_1.csv,1,0.065615902
componente_1.csv,2,0.010711102
componente_2.csv,0,0.14363887374245193
componente_2.csv,1,0.028093618
componente_2.csv,2,0.001447532
componente_1.csv,0,0.3074389598765916
componente_1.csv,1,0.042175620920147774
componente_1.csv,2,0.009184103
componente_2.csv,0,0.19942919921616292
componente_2.csv,1,0.052585827
componente_2.csv,2,0.0072047
componente_1.csv,0,0.4768894200441026
componente_1.csv,1,0.080168201
componente_1.csv,2,0.010236598556161136
componente_2.csv,0,0.24043274620982913
componente_2.csv,1,0.036887083
componente_2.csv,2,0.001935368
componente_1.csv,0,0.39238881858432156
componente_1.csv,1,0.064899854
componente_1.csv,2,0.010233821378155877
componente_2.csv,0,0.12770203346070882
componente_2.csv,1,0.024537883
componente_2.csv,2,0.001913361
componente_1.csv,0,0.4635745679499692
componente_1.csv,1,0.077152838
componente_1.csv,2,0.010237668
componente_2.csv,0,0.21904230926923693
componente_2.csv,1,0.035961545
componente_2.csv,2,0.001944749
componente_1.csv,0,0.43690165455168567
componente_1.csv,1,0.074134286
componente_1.csv,2,0.010235854
componente_2.csv,0,0.17221109618720862
componente_2.csv,1,0.035851006
componente_2.csv,2,0.001933895
componente_1.csv,0,0.2589245248136992
componente_1.csv,1,0.062134306
componente_1.csv,2,0.007324903
componente_12.csv,0,0.3034649769742795
componente_12.csv,1,0.066593449
componente_12.csv,2,0.007322749
componente_2.csv,0,0.095686675
componente_2.csv,1,0.027534578
componente_2.csv,2,0.007346169
componente_4.csv,0,0.2884444951806153
componente_4.csv,1,0.06656689
componente_4.csv,2,0.007323503
componente_7.csv,0,0.21469518310851782
componente_7.csv,1,0.053531658
componente_7.csv,2,0.007216474
componente_1.csv,0,0.10123863689323358
componente_1.csv,1,0.011101785892368852
componente_1.csv,2,0.000316465
componente_12.csv,0,0.078496409
componente_12.csv,1,0.003411942
componente_12.csv,2,0.00018303
componente_2.csv,0,0.2930083800849385
componente_2.csv,1,0.059287916
componente_2.csv,2,0.004591062
componente_4.csv,0,0.033193043
componente_4.csv,1,0.00349855
componente_4.csv,2,0.000121655
componente_7.csv,0,0.16158422076428122
componente_7.csv,1,0.024681849
componente_7.csv,2,0.000871464
componente_1.csv,0,0.1323210676725366
componente_1.csv,1,0.035347945484851026
componente_1.csv,2,0.000458748
componente_12.csv,0,0.20211412320765715
componente_12.csv,1,0.035557496
componente_12.csv,2,0.000382361
componente_2.csv,0,0.1642694271615994
componente_2.csv,1,0.046447239961056846
componente_2.csv,2,0.004600853
componente_4.csv,0,0.17788267228710053
componente_4.csv,1,0.03552967
componente_4.csv,2,0.000385616
componente_7.csv,0,0.071417652
componente_7.csv,1,0.024829497
componente_7.csv,2,0.000894763
componente_1.csv,0,0.062261388
componente_1.csv,1,0.011274854766248652
componente_1.csv,2,0.000296985
componente_12.csv,0,0.10182431168439098
componente_12.csv,1,0.009009661
componente_12.csv,2,0.000164469
componente_2.csv,0,0.27706784358708986
componente_2.csv,1,0.056147673
componente_2.csv,2,0.004589962
componente_4.csv,0,0.044547504
componente_4.csv,1,0.008994929
componente_4.csv,2,9.110433579144264e-05
componente_7.csv,0,0.13364256002486624
componente_7.csv,1,0.021372428500289805
componente_7.csv,2,0.000866747
componente_1.csv,0,0.050620769946732334
componente_1.csv,1,0.015959765
componente_1.csv,2,0.00032117
componente_12.csv,0,0.1465404897971888
componente_12.csv,1,0.016459504852819846
componente_12.csv,2,0.000207726
componente_2.csv,0,0.23416374634003406
componente_2.csv,1,0.052751429
componente_2.csv,2,0.004591046
componente_4.csv,0,0.1106139930117343
componente_4.csv,1,0.016380557072334264
componente_4.csv,2,0.000194036
componente_7.csv,0,0.057010329327236826
componente_7.csv,1,0.023402406927493593
componente_7.csv,2,0.000876613
componente_1.csv,0,0.27094536654093304
componente_1.csv,1,0.049714324394484116
componente_1.csv,2,0.012711398428182486
componente_2.csv,0,0.2362116970008047
componente_2.csv,1,0.046819892139986864
componente_2.csv,2,0.00733418
componente_1.csv,0,0.45582666842781405
componente_1.csv,1,0.065157704
componente_1.csv,2,0.010833187434914994
componente_2.csv,0,0.222581893
componente_2.csv,1,0.047352178
componente_2.csv,2,0.000490612
componente_1.csv,0,0.3620914458393076
componente_1.csv,1,0.056924632190291716
componente_1.csv,2,0.010836699220703698
componente_2.csv,0,0.13792810935411243
componente_2.csv,1,0.040843593
componente_2.csv,2,0.000541803
componente_1.csv,0,0.4416024886139122
componente_1.csv,1,0.062306471
componente_1.csv,2,0.010832814
componente_2.csv,0,0.1990606408861379
componente_2.csv,1,0.043061014851022726
componente_2.csv,2,0.000482494
componente_1.csv,0,0.4124820303358682
componente_1.csv,1,0.060580881
componente_1.csv,2,0.010831883492726464
componente_2.csv,0,0.1471616527835971
componente_2.csv,1,0.042893048
componente_2.csv,2,0.00049452
componente_1.csv,0,0
componente_1.csv,1,0
componente_1.csv,2,0
componente_4.csv,0,0.3679628639550473
componente_4.csv,1,0.064915602
componente_4.csv,2,0.007388088
componente_1.csv,0,0.36796286395504657
componente_1.csv,1,0.064915602
componente_1.csv,2,0.007388088
componente_4.csv,0,0
componente_4.csv,1,0
componente_4.csv,2,0
componente_1.csv,0,0.3606749919248621
componente_1.csv,1,0.060056356
componente_1.csv,2,0.010706570412601776
componente_2.csv,0,0.085207293
componente_2.csv,1,0.023863943513174824
componente_2.csv,2,0.001450034
componente_1.csv,0,0.048775186826910295
componente_1.csv,1,0.033924706336238154
componente_1.csv,2,0.010616685
componente_2.csv,0,0.36794274785623926
componente_2.csv,1,0.067198417
componente_2.csv,2,0.007503356
componente_1.csv,0,0.35908402282752616
componente_1.csv,1,0.067600804
componente_1.csv,2,0.010231646983746076
componente_2.csv,0,0.033062641
componente_2.csv,1,0.024327893455866636
componente_2.csv,2,0.001920521
componente_1.csv,0,0.044358415774235736
componente_1.csv,1,0.035930266
componente_1.csv,2,0.011000065908893462
componente_2.csv,0,0.3528634791955665
componente_2.csv,1,0.064239577
componente_2.csv,2,0.007612651
componente_1.csv,0,0.17366237315549965
componente_1.csv,1,0.033935954
componente_1.csv,2,0.000475447
componente_12.csv,0,0.20981104356062863
componente_12.csv,1,0.035050154
componente_12.csv,2,0.000419762
componente_2.csv,0,0.17002385979620627
componente_2.csv,1,0.049729593
componente_2.csv,2,0.004603618
componente_4.csv,0,0.21062113462328513
componente_4.csv,1,0.035012007
componente_4.csv,2,0.000400874
componente_7.csv,0,0.1381264862363479
componente_7.csv,1,0.028001416035622197
componente_7.csv,2,0.000909505
componente_1.csv,0,0.454751911
componente_1.csv,1,0.074074673
componente_1.csv,2,0.007390988
componente_12.csv,0,0.47478689798687607
componente_12.csv,1,0.077949899
componente_12.csv,2,0.007389235
componente_2.csv,0,0.30317941965113654
componente_2.csv,1,0.042569577
componente_2.csv,2,0.007900241
componente_4.csv,0,0.4808749262022301
componente_4.csv,1,0.077920863
componente_4.csv,2,0.007390609
componente_7.csv,0,0.4228499858696937
componente_7.csv,1,0.068345677
componente_7.csv,2,0.007434447
componente_1.csv,0,0.3263664009208056
componente_1.csv,1,0.055919814
componente_1.csv,2,0.010835264186903807
componente_2.csv,0,0.058374994
componente_2.csv,1,0.036162299
componente_2.csv,2,0.000582366
componente_1.csv,0,0.12246201227319431
componente_1.csv,1,0.049566290964727276
componente_1.csv,2,0.011003753904918086
componente_2.csv,0,0.378003475
componente_2.csv,1,0.061898195
componente_2.csv,2,0.007395708
componente_1.csv,0,0
componente_1.csv,1,0
componente_1.csv,2,0
componente_2.csv,0,0.3613538973776262
componente_2.csv,1,0.061796322301573905
componente_2.csv,2,0.010792066530558442
componente_1.csv,0,0.361353897
componente_1.csv,1,0.061796322301573954
componente_1.csv,2,0.010792066530558444
componente_2.csv,0,0
componente_2.csv,1,0
componente_2.csv,2,0
componente_1.csv,0,0.027846329
componente_1.csv,1,0.034975827
componente_1.csv,2,0.012161813187185531
componente_2.csv,0,0.3463114362102411
componente_2.csv,1,0.059081872
componente_2.csv,2,0.010865673011829492
componente_1.csv,0,0.3594810257857859
componente_1.csv,1,0.068312146
componente_1.csv,2,0.010232680489490532
componente_2.csv,0,0.079568595
componente_2.csv,1,0.022561829491422023
componente_2.csv,2,0.002343224
componente_1.csv,0,0.4457353023936964
componente_1.csv,1,0.068274995
componente_1.csv,2,0.010713909183860004
componente_12.csv,0,0.464591456
componente_12.csv,1,0.071445292
componente_12.csv,2,0.010713122794031615
componente_2.csv,0,0.29818787341204894
componente_2.csv,1,0.036377169
componente_2.csv,2,0.009637609
componente_4.csv,0,0.47071879434541386
componente_4.csv,1,0.071415223
componente_4.csv,2,0.010710954672670395
componente_7.csv,0,0.4150776617092277
componente_7.csv,1,0.06215001
componente_7.csv,2,0.010742017966844021
componente_1.csv,0,0.16310734394870147
componente_1.csv,1,0.029782013028000643
componente_1.csv,2,0.001455369
componente_12.csv,0,0.2078621309907122
componente_12.csv,1,0.031001669309893613
componente_12.csv,2,0.001466083
componente_2.csv,0,0.13064236717083783
componente_2.csv,1,0.050242791
componente_2.csv,2,0.004806262
componente_4.csv,0,0.20389749569330173
componente_4.csv,1,0.030957293970888342
componente_4.csv,2,0.001462976
componente_7.csv,0,0.11538286852908451
componente_7.csv,1,0.024292123208974545
componente_7.csv,2,0.001676082
componente_1.csv,0,0.14385450688108464
componente_1.csv,1,0.048351587
componente_1.csv,2,0.014994335597151345
componente_2.csv,0,0.370742855
componente_2.csv,1,0.056480918
componente_2.csv,2,0.010717935902028887
componente_1.csv,0,0.32390453068767033
componente_1.csv,1,0.055978347
componente_1.csv,2,0.010920624982115275
componente_2.csv,0,0.10234750192359361
componente_2.csv,1,0.044445995882643856
componente_2.csv,2,0.001493888
componente_1.csv,0,0
componente_1.csv,1,0
componente_1.csv,2,0
componente_2.csv,0,0.3447837984157609
componente_2.csv,1,0.064959777
componente_2.csv,2,0.010387942529683161
componente_1.csv,0,0.344783798
componente_1.csv,1,0.064959777
componente_1.csv,2,0.010387943
componente_2.csv,0,0
componente_2.csv,1,0
componente_2.csv,2,0
componente_1.csv,0,0.4447033426903828
componente_1.csv,1,0.076436165
componente_1.csv,2,0.010237990525488887
componente_12.csv,0,0.46458162512092555
componente_12.csv,1,0.08040503
componente_12.csv,2,0.010237502136751927
componente_2.csv,0,0.2972209111923319
componente_2.csv,1,0.043992994
componente_2.csv,2,0.010779132618165535
componente_4.csv,0,0.4705747654730332
componente_4.csv,1,0.080373716
componente_4.csv,2,0.010237323869058762
componente_7.csv,0,0.4134800412958285
componente_7.csv,1,0.06881923
componente_7.csv,2,0.010268420034260395
componente_1.csv,0,0.18863604122754482
componente_1.csv,1,0.037648118810904754
componente_1.csv,2,0.001954329
componente_12.csv,0,0.2249916241774347
componente_12.csv,1,0.037492589267747296
componente_12.csv,2,0.001946651
componente_2.csv,0,0.1506982591140322
componente_2.csv,1,0.050012009
componente_2.csv,2,0.00486398
componente_4.csv,0,0.22623058601789464
componente_4.csv,1,0.037449449
componente_4.csv,2,0.00194125
componente_7.csv,0,0.14703496709966643
componente_7.csv,1,0.028205505668220162
componente_7.csv,2,0.001221249
componente_1.csv,0,0.13941899709150102
componente_1.csv,1,0.049109555
componente_1.csv,2,0.012691463666575266
componente_2.csv,0,0.369404248
componente_2.csv,1,0.060774879
componente_2.csv,2,0.010241579468031298
componente_1.csv,0,0.30716075164317497
componente_1.csv,1,0.055940966
componente_1.csv,2,0.010996606294671104
componente_2.csv,0,0.070034031
componente_2.csv,1,0.03653501
componente_2.csv,2,0.001972549
componente_1.csv,0,0
componente_1.csv,1,0
componente_1.csv,2,0
componente_12.csv,0,0.13119148257413665
componente_12.csv,1,0.010758859140262039
componente_12.csv,2,0.000322258
componente_2.csv,0,0.2529741437380522
componente_2.csv,1,0.055366189
componente_2.csv,2,0.00459429
componente_4.csv,0,0.08966194
componente_4.csv,1,0.010662771684698123
componente_4.csv,2,0.000315832
componente_7.csv,0,0.091157897
componente_7.csv,1,0.023128004669664002
componente_7.csv,2,0.000910165
componente_1.csv,0,0.13119148257413651
componente_1.csv,1,0.010758859140262039
componente_1.csv,2,0.000322258
componente_12.csv,0,0
componente_12.csv,1,0
componente_12.csv,2,0
componente_2.csv,0,0.2854264016344666
componente_2.csv,1,0.059266413
componente_2.csv,2,0.004589956
componente_4.csv,0,0.072777583
componente_4.csv,1,0.001113216
componente_4.csv,2,0.000182757
componente_7.csv,0,0.18170347437514783
componente_7.csv,1,0.024711801836369604
componente_7.csv,2,0.000876442
componente_1.csv,0,0.2529741437380509
componente_1.csv,1,0.055366189
componente_1.csv,2,0.00459429
componente_12.csv,0,0.2854264016344668
componente_12.csv,1,0.059266413
componente_12.csv,2,0.004589956
componente_2.csv,0,0
componente_2.csv,1,0
componente_2.csv,2,0
componente_4.csv,0,0.2828097375445195
componente_4.csv,1,0.059240171
componente_4.csv,2,0.00458988
componente_7.csv,0,0.20512352278566212
componente_7.csv,1,0.048932726
componente_7.csv,2,0.004630535
componente_1.csv,0,0.08966194
componente_1.csv,1,0.010662772
componente_1.csv,2,0.000315832
componente_12.csv,0,0.072777583
componente_12.csv,1,0.001113216
componente_12.csv,2,0.000182757
componente_2.csv,0,0.28280973754451905
componente_2.csv,1,0.059240171
componente_2.csv,2,0.00458988
componente_4.csv,0,0
componente_4.csv,1,0
componente_4.csv,2,0
componente_7.csv,0,0.153599759
componente_7.csv,1,0.024663971
componente_7.csv,2,0.000870488
componente_1.csv,0,0.091157897
componente_1.csv,1,0.023128004669664005
componente_1.csv,2,0.000910165
componente_12.csv,0,0.1817034743751478
componente_12.csv,1,0.024711801836369604
componente_12.csv,2,0.000876442
componente_2.csv,0,0.2051235227856606
componente_2.csv,1,0.048932726
componente_2.csv,2,0.004630535
componente_4.csv,0,0.15359975943991577
componente_4.csv,1,0.024663970686002692
componente_4.csv,2,0.000870488
componente_7.csv,0,0
componente_7.csv,1,0
componente_7.csv,2,0
componente_1.csv,0,0.4208289266435944
componente_1.csv,1,0.060286514661240784
componente_1.csv,2,0.010834408151809681
componente_2.csv,0,0.1653356307636076
componente_2.csv,1,0.043837526
componente_2.csv,2,0.000531413
componente_1.csv,0,0.44374551468155743
componente_1.csv,1,0.065250257
componente_1.csv,2,0.010833782811188348
componente_2.csv,0,0.2039955685793198
componente_2.csv,1,0.047742897377515754
componente_2.csv,2,0.000488262
componente_1.csv,0,0.2505973815705191
componente_1.csv,1,0.046082180937972055
componente_1.csv,2,0.011679255113233894
componente_2.csv,0,0.19174643190943608
componente_2.csv,1,0.043859683
componente_2.csv,2,0.004610098
componente_1.csv,0,0.44990033312946165
componente_1.csv,1,0.065222395
componente_1.csv,2,0.010832141985775486
componente_2.csv,0,0.20675821531441024
componente_2.csv,1,0.047714707
componente_2.csv,2,0.000489898
componente_1.csv,0,0.3841092211858483
componente_1.csv,1,0.054923240527121116
componente_1.csv,2,0.010865601686054948
componente_2.csv,0,0.12673577987293091
componente_2.csv,1,0.035701568
componente_2.csv,2,0.000962211
componente_1.csv,0,0
componente_1.csv,1,0
componente_1.csv,2,0
componente_2.csv,0,0.3358666221880346
componente_2.csv,1,0.048769212
componente_2.csv,2,0.010842126175248105
componente_1.csv,0,0.33586662218803576
componente_1.csv,1,0.048769212111741136
componente_1.csv,2,0.010842126175248103
componente_2.csv,0,0
componente_2.csv,1,0
componente_2.csv,2,0
